"customer_id","no_of_days_rented","case"
94,"4 days 20:24:00","NO NEED FOR REMINDER MAIL YET"
169,"1 day 02:36:00","NO NEED FOR REMINDER MAIL YET"
231,"1 day 05:33:00","NO NEED FOR REMINDER MAIL YET"
90,"4 days 22:43:00","NO NEED FOR REMINDER MAIL YET"
362,"7 days 19:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
188,"7 days 18:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
78,"3 days 05:52:00","NO NEED FOR REMINDER MAIL YET"
53,"4 days 18:21:00","NO NEED FOR REMINDER MAIL YET"
211,"4 days 04:11:00","NO NEED FOR REMINDER MAIL YET"
142,"2 days 04:46:00","NO NEED FOR REMINDER MAIL YET"
250,"5 days 22:12:00","NO NEED FOR REMINDER MAIL YET"
314,"2 days 00:30:00","NO NEED FOR REMINDER MAIL YET"
534,"6 days 02:56:00","NO NEED FOR REMINDER MAIL YET"
215,"5 days 01:26:00","NO NEED FOR REMINDER MAIL YET"
580,"4 days 04:23:00","NO NEED FOR REMINDER MAIL YET"
410,"8 days 04:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
52,"1 day 18:26:00","NO NEED FOR REMINDER MAIL YET"
62,"7 days 01:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
52,"8 days 02:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
503,"18:21:00","NO NEED FOR REMINDER MAIL YET"
594,"1 day 01:57:00","NO NEED FOR REMINDER MAIL YET"
1,"5 days 05:34:00","NO NEED FOR REMINDER MAIL YET"
426,"1 day 02:20:00","NO NEED FOR REMINDER MAIL YET"
88,"9 days 04:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
319,"5 days 04:53:00","NO NEED FOR REMINDER MAIL YET"
546,"1 day 18:20:00","NO NEED FOR REMINDER MAIL YET"
590,"5 days 18:33:00","NO NEED FOR REMINDER MAIL YET"
156,"1 day 01:07:00","NO NEED FOR REMINDER MAIL YET"
494,"7 days 05:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
551,"6 days 19:39:00","NO NEED FOR REMINDER MAIL YET"
262,"6 days 19:07:00","NO NEED FOR REMINDER MAIL YET"
404,"8 days 02:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
418,"21:47:00","NO NEED FOR REMINDER MAIL YET"
43,"7 days 00:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
404,"3 days 04:37:00","NO NEED FOR REMINDER MAIL YET"
567,"2 days 03:26:00","NO NEED FOR REMINDER MAIL YET"
354,"7 days 20:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
384,"6 days 00:05:00","NO NEED FOR REMINDER MAIL YET"
467,"8 days 04:42:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
454,"6 days 20:06:00","NO NEED FOR REMINDER MAIL YET"
513,"9 days 03:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
292,"2 days 00:24:00","NO NEED FOR REMINDER MAIL YET"
309,"8 days 03:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
327,"7 days 01:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
218,"4 days 00:40:00","NO NEED FOR REMINDER MAIL YET"
177,"5 days 22:41:00","NO NEED FOR REMINDER MAIL YET"
435,"4 days 18:52:00","NO NEED FOR REMINDER MAIL YET"
180,"4 days 05:42:00","NO NEED FOR REMINDER MAIL YET"
352,"3 days 02:02:00","NO NEED FOR REMINDER MAIL YET"
388,"9 days 00:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
117,"1 day 03:27:00","NO NEED FOR REMINDER MAIL YET"
187,"9 days 01:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
151,"4 days 21:10:00","NO NEED FOR REMINDER MAIL YET"
232,"2 days 18:44:00","NO NEED FOR REMINDER MAIL YET"
499,"8 days 05:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
463,"2 days 19:51:00","NO NEED FOR REMINDER MAIL YET"
418,"5 days 21:13:00","NO NEED FOR REMINDER MAIL YET"
422,"4 days 22:02:00","NO NEED FOR REMINDER MAIL YET"
78,"6 days 03:39:00","NO NEED FOR REMINDER MAIL YET"
440,"8 days 00:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
460,"19:22:00","NO NEED FOR REMINDER MAIL YET"
94,"1 day 01:20:00","NO NEED FOR REMINDER MAIL YET"
445,"7 days 20:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
114,"3 days 00:39:00","NO NEED FOR REMINDER MAIL YET"
160,"2 days 22:09:00","NO NEED FOR REMINDER MAIL YET"
21,"1 day 02:05:00","NO NEED FOR REMINDER MAIL YET"
512,"1 day 03:27:00","NO NEED FOR REMINDER MAIL YET"
204,"1 day 19:00:00","NO NEED FOR REMINDER MAIL YET"
15,"7 days 20:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
314,"9 days 02:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
268,"2 days 03:30:00","NO NEED FOR REMINDER MAIL YET"
513,"4 days 00:06:00","NO NEED FOR REMINDER MAIL YET"
210,"1 day 03:14:00","NO NEED FOR REMINDER MAIL YET"
266,"2 days 00:02:00","NO NEED FOR REMINDER MAIL YET"
441,NULL,"NO NEED FOR REMINDER MAIL YET"
148,"5 days 02:32:00","NO NEED FOR REMINDER MAIL YET"
224,"2 days 02:01:00","NO NEED FOR REMINDER MAIL YET"
425,"4 days 02:11:00","NO NEED FOR REMINDER MAIL YET"
417,"3 days 00:58:00","NO NEED FOR REMINDER MAIL YET"
177,"5 days 22:56:00","NO NEED FOR REMINDER MAIL YET"
547,"1 day 03:14:00","NO NEED FOR REMINDER MAIL YET"
248,"8 days 01:28:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
379,"21:23:00","NO NEED FOR REMINDER MAIL YET"
421,"8 days 22:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
91,"1 day 03:25:00","NO NEED FOR REMINDER MAIL YET"
299,"2 days 02:13:00","NO NEED FOR REMINDER MAIL YET"
346,"8 days 19:13:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
482,"4 days 23:11:00","NO NEED FOR REMINDER MAIL YET"
82,"9 days 01:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
461,"8 days 03:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
347,"1 day 20:14:00","NO NEED FOR REMINDER MAIL YET"
340,"4 days 23:43:00","NO NEED FOR REMINDER MAIL YET"
569,"7 days 00:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
175,"3 days 19:47:00","NO NEED FOR REMINDER MAIL YET"
299,"9 days 05:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
304,"9 days 04:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
329,"2 days 23:23:00","NO NEED FOR REMINDER MAIL YET"
258,"7 days 03:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
423,"1 day 19:16:00","NO NEED FOR REMINDER MAIL YET"
51,"3 days 18:22:00","NO NEED FOR REMINDER MAIL YET"
71,"7 days 00:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
286,"3 days 23:26:00","NO NEED FOR REMINDER MAIL YET"
366,"7 days 18:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
116,"3 days 05:09:00","NO NEED FOR REMINDER MAIL YET"
349,"3 days 00:25:00","NO NEED FOR REMINDER MAIL YET"
155,"3 days 00:11:00","NO NEED FOR REMINDER MAIL YET"
540,"2 days 23:24:00","NO NEED FOR REMINDER MAIL YET"
273,"6 days 00:46:00","NO NEED FOR REMINDER MAIL YET"
404,"1 day 18:59:00","NO NEED FOR REMINDER MAIL YET"
503,"1 day 01:57:00","NO NEED FOR REMINDER MAIL YET"
156,"4 days 05:42:00","NO NEED FOR REMINDER MAIL YET"
349,NULL,"NO NEED FOR REMINDER MAIL YET"
80,"2 days 01:40:00","NO NEED FOR REMINDER MAIL YET"
289,"6 days 22:57:00","NO NEED FOR REMINDER MAIL YET"
154,"7 days 20:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
244,"8 days 01:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
106,"21:43:00","NO NEED FOR REMINDER MAIL YET"
284,"4 days 03:08:00","NO NEED FOR REMINDER MAIL YET"
151,"7 days 23:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
460,"5 days 20:26:00","NO NEED FOR REMINDER MAIL YET"
118,"1 day 04:56:00","NO NEED FOR REMINDER MAIL YET"
128,"7 days 21:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
357,"3 days 21:00:00","NO NEED FOR REMINDER MAIL YET"
193,"5 days 01:33:00","NO NEED FOR REMINDER MAIL YET"
472,NULL,"NO NEED FOR REMINDER MAIL YET"
546,"5 days 18:30:00","NO NEED FOR REMINDER MAIL YET"
584,"8 days 01:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
63,"5 days 22:37:00","NO NEED FOR REMINDER MAIL YET"
516,"1 day 05:22:00","NO NEED FOR REMINDER MAIL YET"
21,NULL,"NO NEED FOR REMINDER MAIL YET"
226,"4 days 05:45:00","NO NEED FOR REMINDER MAIL YET"
380,"6 days 18:46:00","NO NEED FOR REMINDER MAIL YET"
241,"7 days 04:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
348,"8 days 19:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
541,"9 days 05:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
328,"5 days 00:27:00","NO NEED FOR REMINDER MAIL YET"
46,"1 day 23:58:00","NO NEED FOR REMINDER MAIL YET"
574,"6 days 05:00:00","NO NEED FOR REMINDER MAIL YET"
471,"9 days 04:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
265,"4 days 04:32:00","NO NEED FOR REMINDER MAIL YET"
153,"2 days 04:32:00","NO NEED FOR REMINDER MAIL YET"
304,"7 days 05:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
308,"5 days 23:18:00","NO NEED FOR REMINDER MAIL YET"
68,"5 days 19:05:00","NO NEED FOR REMINDER MAIL YET"
488,"6 days 05:14:00","NO NEED FOR REMINDER MAIL YET"
111,"3 days 02:13:00","NO NEED FOR REMINDER MAIL YET"
362,"5 days 02:31:00","NO NEED FOR REMINDER MAIL YET"
197,"7 days 23:32:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
575,"5 days 18:58:00","NO NEED FOR REMINDER MAIL YET"
182,"5 days 20:56:00","NO NEED FOR REMINDER MAIL YET"
525,NULL,"NO NEED FOR REMINDER MAIL YET"
445,"3 days 05:48:00","NO NEED FOR REMINDER MAIL YET"
571,"3 days 04:40:00","NO NEED FOR REMINDER MAIL YET"
323,"3 days 22:23:00","NO NEED FOR REMINDER MAIL YET"
347,"6 days 03:13:00","NO NEED FOR REMINDER MAIL YET"
569,"3 days 03:18:00","NO NEED FOR REMINDER MAIL YET"
147,"7 days 00:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
52,"8 days 21:32:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
449,"6 days 21:07:00","NO NEED FOR REMINDER MAIL YET"
384,"8 days 22:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
500,"3 days 23:26:00","NO NEED FOR REMINDER MAIL YET"
148,"5 days 03:20:00","NO NEED FOR REMINDER MAIL YET"
259,"9 days 03:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
67,"18:16:00","NO NEED FOR REMINDER MAIL YET"
129,"7 days 00:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
120,"6 days 23:03:00","NO NEED FOR REMINDER MAIL YET"
529,"7 days 01:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
378,"5 days 23:35:00","NO NEED FOR REMINDER MAIL YET"
310,"6 days 19:32:00","NO NEED FOR REMINDER MAIL YET"
201,"7 days 19:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
157,"5 days 05:35:00","NO NEED FOR REMINDER MAIL YET"
244,"6 days 00:16:00","NO NEED FOR REMINDER MAIL YET"
581,"6 days 00:12:00","NO NEED FOR REMINDER MAIL YET"
59,"8 days 00:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
94,"3 days 05:13:00","NO NEED FOR REMINDER MAIL YET"
387,"1 day 19:13:00","NO NEED FOR REMINDER MAIL YET"
518,"3 days 22:48:00","NO NEED FOR REMINDER MAIL YET"
544,"3 days 19:49:00","NO NEED FOR REMINDER MAIL YET"
542,"8 days 21:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
363,"8 days 04:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
334,"7 days 18:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
29,"7 days 05:42:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
278,"20:45:00","NO NEED FOR REMINDER MAIL YET"
138,"1 day 19:34:00","NO NEED FOR REMINDER MAIL YET"
186,"6 days 22:57:00","NO NEED FOR REMINDER MAIL YET"
58,"3 days 20:55:00","NO NEED FOR REMINDER MAIL YET"
198,"1 day 22:53:00","NO NEED FOR REMINDER MAIL YET"
172,"7 days 22:42:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
415,"3 days 00:26:00","NO NEED FOR REMINDER MAIL YET"
437,"4 days 18:21:00","NO NEED FOR REMINDER MAIL YET"
509,"4 days 02:05:00","NO NEED FOR REMINDER MAIL YET"
482,"1 day 21:24:00","NO NEED FOR REMINDER MAIL YET"
411,"6 days 18:43:00","NO NEED FOR REMINDER MAIL YET"
29,"5 days 19:54:00","NO NEED FOR REMINDER MAIL YET"
92,"1 day 19:53:00","NO NEED FOR REMINDER MAIL YET"
594,"1 day 00:45:00","NO NEED FOR REMINDER MAIL YET"
161,"2 days 04:52:00","NO NEED FOR REMINDER MAIL YET"
186,"4 days 21:53:00","NO NEED FOR REMINDER MAIL YET"
242,"2 days 02:42:00","NO NEED FOR REMINDER MAIL YET"
167,"6 days 00:38:00","NO NEED FOR REMINDER MAIL YET"
375,"6 days 02:20:00","NO NEED FOR REMINDER MAIL YET"
335,"2 days 01:37:00","NO NEED FOR REMINDER MAIL YET"
97,"1 day 03:37:00","NO NEED FOR REMINDER MAIL YET"
165,"4 days 20:23:00","NO NEED FOR REMINDER MAIL YET"
277,"9 days 05:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
325,"3 days 21:30:00","NO NEED FOR REMINDER MAIL YET"
508,"7 days 04:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
329,"1 day 20:16:00","NO NEED FOR REMINDER MAIL YET"
454,"5 days 20:22:00","NO NEED FOR REMINDER MAIL YET"
141,"1 day 20:38:00","NO NEED FOR REMINDER MAIL YET"
373,"8 days 18:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
14,"8 days 22:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
434,"6 days 05:36:00","NO NEED FOR REMINDER MAIL YET"
144,"6 days 23:29:00","NO NEED FOR REMINDER MAIL YET"
504,"2 days 23:16:00","NO NEED FOR REMINDER MAIL YET"
450,"3 days 04:15:00","NO NEED FOR REMINDER MAIL YET"
267,"4 days 20:00:00","NO NEED FOR REMINDER MAIL YET"
100,NULL,"NO NEED FOR REMINDER MAIL YET"
506,"8 days 20:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
296,"6 days 23:17:00","NO NEED FOR REMINDER MAIL YET"
139,"2 days 01:42:00","NO NEED FOR REMINDER MAIL YET"
257,"1 day 21:12:00","NO NEED FOR REMINDER MAIL YET"
66,"6 days 00:20:00","NO NEED FOR REMINDER MAIL YET"
478,"6 days 19:00:00","NO NEED FOR REMINDER MAIL YET"
37,"8 days 02:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
139,"2 days 23:59:00","NO NEED FOR REMINDER MAIL YET"
341,"1 day 20:50:00","NO NEED FOR REMINDER MAIL YET"
430,"4 days 21:00:00","NO NEED FOR REMINDER MAIL YET"
467,"3 days 00:36:00","NO NEED FOR REMINDER MAIL YET"
168,"6 days 00:31:00","NO NEED FOR REMINDER MAIL YET"
235,"7 days 03:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
513,"6 days 00:49:00","NO NEED FOR REMINDER MAIL YET"
280,"22:36:00","NO NEED FOR REMINDER MAIL YET"
234,"9 days 01:44:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
3,"1 day 05:02:00","NO NEED FOR REMINDER MAIL YET"
180,"6 days 02:46:00","NO NEED FOR REMINDER MAIL YET"
523,"1 day 03:08:00","NO NEED FOR REMINDER MAIL YET"
372,"1 day 01:21:00","NO NEED FOR REMINDER MAIL YET"
553,"8 days 18:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
182,"6 days 04:01:00","NO NEED FOR REMINDER MAIL YET"
439,"9 days 02:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
161,"4 days 00:16:00","NO NEED FOR REMINDER MAIL YET"
474,"3 days 21:40:00","NO NEED FOR REMINDER MAIL YET"
19,"1 day 01:42:00","NO NEED FOR REMINDER MAIL YET"
27,"3 days 22:26:00","NO NEED FOR REMINDER MAIL YET"
102,"4 days 05:06:00","NO NEED FOR REMINDER MAIL YET"
167,"18:38:00","NO NEED FOR REMINDER MAIL YET"
300,"6 days 00:15:00","NO NEED FOR REMINDER MAIL YET"
147,"8 days 23:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
374,"6 days 02:29:00","NO NEED FOR REMINDER MAIL YET"
44,"3 days 04:53:00","NO NEED FOR REMINDER MAIL YET"
125,"2 days 21:11:00","NO NEED FOR REMINDER MAIL YET"
503,"2 days 21:06:00","NO NEED FOR REMINDER MAIL YET"
20,"5 days 18:53:00","NO NEED FOR REMINDER MAIL YET"
288,"4 days 02:17:00","NO NEED FOR REMINDER MAIL YET"
564,"6 days 20:39:00","NO NEED FOR REMINDER MAIL YET"
63,"9 days 00:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
90,"2 days 04:11:00","NO NEED FOR REMINDER MAIL YET"
139,"4 days 02:35:00","NO NEED FOR REMINDER MAIL YET"
30,"3 days 05:24:00","NO NEED FOR REMINDER MAIL YET"
425,"6 days 02:53:00","NO NEED FOR REMINDER MAIL YET"
510,"4 days 22:54:00","NO NEED FOR REMINDER MAIL YET"
530,"23:36:00","NO NEED FOR REMINDER MAIL YET"
461,"1 day 22:12:00","NO NEED FOR REMINDER MAIL YET"
373,"3 days 18:14:00","NO NEED FOR REMINDER MAIL YET"
568,"5 days 20:04:00","NO NEED FOR REMINDER MAIL YET"
441,"3 days 22:28:00","NO NEED FOR REMINDER MAIL YET"
541,"9 days 03:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
405,"8 days 05:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
336,"8 days 22:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
567,"5 days 20:57:00","NO NEED FOR REMINDER MAIL YET"
535,"7 days 18:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
287,"5 days 03:35:00","NO NEED FOR REMINDER MAIL YET"
503,"6 days 21:32:00","NO NEED FOR REMINDER MAIL YET"
197,"3 days 01:07:00","NO NEED FOR REMINDER MAIL YET"
540,"2 days 04:31:00","NO NEED FOR REMINDER MAIL YET"
133,"1 day 01:58:00","NO NEED FOR REMINDER MAIL YET"
313,"6 days 03:09:00","NO NEED FOR REMINDER MAIL YET"
137,"5 days 19:23:00","NO NEED FOR REMINDER MAIL YET"
397,"5 days 19:10:00","NO NEED FOR REMINDER MAIL YET"
287,"22:06:00","NO NEED FOR REMINDER MAIL YET"
67,"2 days 21:45:00","NO NEED FOR REMINDER MAIL YET"
494,"7 days 20:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
404,"5 days 05:18:00","NO NEED FOR REMINDER MAIL YET"
377,"2 days 04:18:00","NO NEED FOR REMINDER MAIL YET"
61,"9 days 01:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
582,"8 days 18:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
477,"1 day 05:18:00","NO NEED FOR REMINDER MAIL YET"
464,"5 days 22:13:00","NO NEED FOR REMINDER MAIL YET"
60,"18:37:00","NO NEED FOR REMINDER MAIL YET"
424,NULL,"NO NEED FOR REMINDER MAIL YET"
202,"3 days 05:03:00","NO NEED FOR REMINDER MAIL YET"
33,"7 days 00:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
475,"4 days 22:42:00","NO NEED FOR REMINDER MAIL YET"
88,"8 days 23:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
86,"3 days 18:49:00","NO NEED FOR REMINDER MAIL YET"
312,"3 days 03:00:00","NO NEED FOR REMINDER MAIL YET"
335,"6 days 01:12:00","NO NEED FOR REMINDER MAIL YET"
555,"6 days 20:39:00","NO NEED FOR REMINDER MAIL YET"
101,"3 days 02:39:00","NO NEED FOR REMINDER MAIL YET"
359,"5 days 05:47:00","NO NEED FOR REMINDER MAIL YET"
338,"4 days 02:28:00","NO NEED FOR REMINDER MAIL YET"
155,"5 days 04:11:00","NO NEED FOR REMINDER MAIL YET"
376,"23:04:00","NO NEED FOR REMINDER MAIL YET"
447,"4 days 02:36:00","NO NEED FOR REMINDER MAIL YET"
588,"7 days 19:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
72,"4 days 01:20:00","NO NEED FOR REMINDER MAIL YET"
119,"1 day 21:10:00","NO NEED FOR REMINDER MAIL YET"
160,"4 days 22:42:00","NO NEED FOR REMINDER MAIL YET"
424,"4 days 21:36:00","NO NEED FOR REMINDER MAIL YET"
121,"9 days 04:42:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
33,"4 days 03:44:00","NO NEED FOR REMINDER MAIL YET"
217,"1 day 05:23:00","NO NEED FOR REMINDER MAIL YET"
292,"4 days 18:58:00","NO NEED FOR REMINDER MAIL YET"
473,"7 days 01:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
288,"1 day 02:03:00","NO NEED FOR REMINDER MAIL YET"
11,"1 day 01:39:00","NO NEED FOR REMINDER MAIL YET"
415,"3 days 04:56:00","NO NEED FOR REMINDER MAIL YET"
91,"7 days 00:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
445,"4 days 22:19:00","NO NEED FOR REMINDER MAIL YET"
39,"3 days 20:14:00","NO NEED FOR REMINDER MAIL YET"
221,"7 days 05:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
459,"5 days 18:46:00","NO NEED FOR REMINDER MAIL YET"
287,"3 days 22:02:00","NO NEED FOR REMINDER MAIL YET"
457,"7 days 22:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
234,"6 days 21:53:00","NO NEED FOR REMINDER MAIL YET"
536,"8 days 04:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
119,"8 days 03:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
393,"5 days 03:53:00","NO NEED FOR REMINDER MAIL YET"
137,"3 days 19:23:00","NO NEED FOR REMINDER MAIL YET"
22,"7 days 04:45:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
284,"5 days 03:50:00","NO NEED FOR REMINDER MAIL YET"
435,"1 day 18:09:00","NO NEED FOR REMINDER MAIL YET"
241,"3 days 20:15:00","NO NEED FOR REMINDER MAIL YET"
50,"5 days 01:59:00","NO NEED FOR REMINDER MAIL YET"
237,"7 days 19:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
414,"8 days 04:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
541,"6 days 01:44:00","NO NEED FOR REMINDER MAIL YET"
351,"7 days 00:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
274,"2 days 20:01:00","NO NEED FOR REMINDER MAIL YET"
527,"3 days 21:22:00","NO NEED FOR REMINDER MAIL YET"
2,"9 days 01:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
72,"5 days 23:00:00","NO NEED FOR REMINDER MAIL YET"
4,"6 days 00:35:00","NO NEED FOR REMINDER MAIL YET"
359,"9 days","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
537,"2 days 18:17:00","NO NEED FOR REMINDER MAIL YET"
161,"4 days 22:35:00","NO NEED FOR REMINDER MAIL YET"
463,"7 days 23:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
123,"9 days 00:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
512,"4 days 23:51:00","NO NEED FOR REMINDER MAIL YET"
106,"7 days 05:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
43,"1 day 03:19:00","NO NEED FOR REMINDER MAIL YET"
494,"8 days 03:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
580,"7 days 03:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
588,"5 days 01:25:00","NO NEED FOR REMINDER MAIL YET"
525,"1 day 20:47:00","NO NEED FOR REMINDER MAIL YET"
249,"5 days 20:53:00","NO NEED FOR REMINDER MAIL YET"
20,"5 days 03:03:00","NO NEED FOR REMINDER MAIL YET"
439,"5 days 05:42:00","NO NEED FOR REMINDER MAIL YET"
100,"3 days 23:43:00","NO NEED FOR REMINDER MAIL YET"
193,"3 days 01:18:00","NO NEED FOR REMINDER MAIL YET"
168,"7 days 00:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
504,"7 days 21:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
190,NULL,"NO NEED FOR REMINDER MAIL YET"
526,"3 days 04:58:00","NO NEED FOR REMINDER MAIL YET"
76,"5 days 18:19:00","NO NEED FOR REMINDER MAIL YET"
521,"1 day 05:10:00","NO NEED FOR REMINDER MAIL YET"
119,"5 days 20:42:00","NO NEED FOR REMINDER MAIL YET"
511,"1 day 02:04:00","NO NEED FOR REMINDER MAIL YET"
338,"6 days 22:37:00","NO NEED FOR REMINDER MAIL YET"
111,"8 days 19:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
380,"4 days 23:42:00","NO NEED FOR REMINDER MAIL YET"
115,"9 days 04:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
493,"3 days 21:20:00","NO NEED FOR REMINDER MAIL YET"
15,"4 days 05:24:00","NO NEED FOR REMINDER MAIL YET"
328,"9 days 04:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
532,"1 day 21:07:00","NO NEED FOR REMINDER MAIL YET"
266,"4 days 18:10:00","NO NEED FOR REMINDER MAIL YET"
443,"2 days 20:08:00","NO NEED FOR REMINDER MAIL YET"
268,"2 days 20:40:00","NO NEED FOR REMINDER MAIL YET"
471,"2 days 03:32:00","NO NEED FOR REMINDER MAIL YET"
472,"9 days 04:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
104,"2 days 05:20:00","NO NEED FOR REMINDER MAIL YET"
461,"4 days 22:28:00","NO NEED FOR REMINDER MAIL YET"
